color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,num_user_for_reviews,language,country,content_rating,actor_2_facebook_likes,imdb_score,movie_facebook_likes,Adventure,Action,Drama,Fantasy,Romance,Comedy,Family,Musical,History,War,Documentary,Sport,Crime,Horror,Mystery,Sci_Fi,Thriller,Animation,Biography
Color,171.0,105.0,12.0,935.0,87000.0,50170,306.0,English,USA,PG-13,11000.0,5.8,773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,76.0,121.0,16000.0,826.0,16000.0,39529,142.0,English,USA,R,1000.0,6.7,1000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,97.0,125.0,0.0,957.0,10000.0,60326,142.0,English,USA,R,2000.0,5.8,2000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Color,157.0,129.0,21000.0,283.0,495.0,261069,506.0,English,USA,R,294.0,7.8,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,267.0,132.0,50.0,368.0,992.0,172792,1740.0,English,Canada,R,495.0,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Color,118.0,118.0,41.0,585.0,18000.0,48322,261.0,English,USA,PG-13,4000.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Color,291.0,113.0,22.0,1000.0,3000.0,172112,181.0,English,USA,R,1000.0,6.7,39000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,68.0,140.0,473.0,294.0,18000.0,107227,279.0,English,Germany,R,822.0,7.3,3000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,228.0,89.0,77.0,159.0,490.0,54101,210.0,English,USA,PG-13,298.0,5.8,15000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,36.0,104.0,644.0,174.0,437.0,60293,114.0,English,USA,R,289.0,5.5,669,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,105.0,106.0,287.0,767.0,16000.0,68428,148.0,English,USA,PG-13,823.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,276.0,141.0,71.0,3000.0,21000.0,136973,275.0,English,USA,R,3000.0,7.4,47000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,93.0,124.0,75.0,258.0,294.0,46451,156.0,English,USA,R,273.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,191.0,98.0,38.0,706.0,14000.0,151580,672.0,English,Germany,R,919.0,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Color,143.0,108.0,17.0,186.0,14000.0,74315,259.0,English,UK,R,1000.0,5.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,124.0,114.0,73.0,323.0,18000.0,45895,157.0,English,USA,R,886.0,6.5,1000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,47.0,101.0,0.0,158.0,854.0,17997,140.0,English,USA,R,643.0,4.4,812,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,66.0,93.0,0.0,717.0,12000.0,20310,177.0,English,USA,PG,722.0,3.5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,118.0,119.0,0.0,39.0,29000.0,176169,548.0,English,USA,R,414.0,6.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,93.0,119.0,0.0,434.0,627.0,30890,106.0,English,USA,PG-13,508.0,6.0,718,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,235.0,99.0,160.0,72.0,330.0,58349,194.0,English,USA,R,119.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,113.0,137.0,0.0,432.0,24000.0,26034,226.0,English,USA,PG-13,743.0,6.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Color,14.0,105.0,686.5092123911724,5.0,325.0,4438,33.0,English,UK,R,7.0,7.8,361,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Color,51.0,117.0,31.0,210.0,2000.0,34896,118.0,English,USA,R,472.0,4.3,877,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,98.0,87.0,9.0,1000.0,15000.0,11257,65.0,English,USA,PG,2000.0,4.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,315.0,129.0,16000.0,447.0,13000.0,80140,323.0,English,USA,PG-13,563.0,6.5,16000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,136.0,115.0,58.0,401.0,33000.0,43574,302.0,English,USA,R,455.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
 Black and White,61.0,132.0,503.0,282.0,45000.0,62981,84.0,English,France,R,13000.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,209.0,131.0,73.0,163.0,879.0,86374,392.0,English,UK,R,184.0,6.2,3000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,99.0,95.0,0.0,323.0,13000.0,18404,150.0,English,USA,R,559.0,5.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,298.0,125.0,487.0,201.0,430.0,92461,347.0,English,USA,PG-13,329.0,5.9,43000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,131.0,98.0,323.0,511.0,933.0,49926,286.0,English,Germany,R,631.0,6.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,146.0,110.0,16000.0,581.0,16000.0,34356,260.0,English,USA,R,1000.0,6.4,705,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,245.0,118.0,670.0,294.0,6000.0,80196,190.0,English,USA,R,450.0,6.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,104.0,101.0,0.0,764.0,12000.0,54021,227.0,English,USA,R,898.0,5.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,4.0,60.0,686.5092123911724,398.0,629.0,7945,22.0,English,USA,R,512.0,7.5,915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,162.0,90.0,663.0,521.0,14000.0,128455,514.0,English,USA,PG,631.0,8.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,259.0,119.0,0.0,639.0,13000.0,139535,632.0,English,USA,R,1000.0,7.3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,79.0,139.0,378.0,303.0,11000.0,3077,47.0,English,USA,R,552.0,6.7,10000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Color,141.0,130.0,317.0,256.0,18000.0,88270,420.0,English,USA,R,14000.0,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,59.0,100.0,65.0,730.0,1000.0,19829,94.0,English,USA,PG-13,923.0,5.4,779,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,236.0,114.0,174.0,655.0,14000.0,76010,205.0,English,USA,R,988.0,6.6,15000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,356.0,96.0,0.0,509.0,10000.0,189249,398.0,English,USA,R,6000.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,120.0,110.0,134.0,795.0,23000.0,63599,208.0,English,USA,PG-13,1000.0,5.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,111.0,158.0,0.0,15.0,51.0,55889,390.0,English,France,R,40.0,6.4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Color,208.0,102.0,234.0,11000.0,20000.0,85237,274.0,English,USA,R,11000.0,5.6,18000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,174.0,84.0,260.0,692.0,6000.0,46239,137.0,English,USA,PG-13,694.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,59.0,115.0,333.0,317.0,972.0,16562,73.0,English,USA,PG-13,713.0,6.2,697,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,22.0,99.0,32.0,479.0,1000.0,33186,78.0,English,USA,PG,619.0,5.9,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Color,34.0,135.0,596.0,2000.0,10000.0,12037,90.0,English,USA,R,3000.0,5.1,943,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,214.0,108.0,218.0,405.0,6000.0,38513,127.0,English,USA,PG-13,3000.0,6.8,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Color,28.0,43.0,686.5092123911724,600.0,3000.0,33535,149.0,English,USA,TV-MA,845.0,7.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,186.0,127.0,12000.0,897.0,984.0,58015,374.0,English,France,R,940.0,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Color,50.0,107.0,607.0,602.0,2000.0,9227,70.0,English,USA,R,979.0,5.1,422,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,180.0,95.0,83.0,1000.0,18000.0,113483,245.0,English,USA,R,8000.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,231.0,124.0,98.0,592.0,1000.0,67796,258.0,English,USA,PG-13,852.0,6.2,14000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,105.0,109.0,0.0,809.0,49000.0,34730,341.0,English,UK,R,811.0,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,226.0,102.0,0.0,1000.0,14000.0,34964,150.0,English,USA,PG-13,8000.0,4.8,28000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,75.0,88.0,5.0,338.0,11000.0,15880,93.0,English,USA,PG-13,387.0,4.9,288,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,82.0,87.0,0.0,591.0,2000.0,8070,91.0,English,USA,R,602.0,5.6,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,296.0,104.0,71.0,982.0,12000.0,81800,211.0,English,USA,R,2000.0,5.5,15000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,103.0,96.0,43.0,77.0,841.0,19824,179.0,English,Canada,PG-13,342.0,3.7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,98.0,85.0,70.0,848.0,26000.0,77684,294.0,English,USA,PG-13,5000.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,30.0,64.0,686.5092123911724,184.0,1000.0,50391,148.0,English,USA,TV-MA,531.0,8.5,31000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,48.0,104.0,212.0,380.0,879.0,14429,113.0,English,USA,R,560.0,6.3,2000,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Color,195.0,135.0,628.0,830.0,22000.0,90932,209.0,English,UK,R,882.0,7.4,21000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,223.0,190.0,0.0,215.0,599.0,170684,867.0,English,USA,R,399.0,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,149.0,127.0,14000.0,440.0,11000.0,515306,477.0,English,USA,PG-13,844.0,8.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,324.0,129.0,456.0,0.0,2000.0,70886,226.0,English,UK,R,35.0,6.6,36000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,371.0,120.0,662.0,502.0,20000.0,172965,627.0,English,USA,R,2000.0,6.9,67000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Color,75.0,118.0,176.0,308.0,18000.0,120202,397.0,English,USA,R,11000.0,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,233.0,112.0,21000.0,237.0,17000.0,206104,850.0,English,USA,R,324.0,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,32.0,89.0,42.0,235.0,598.0,1263,32.0,English,USA,R,555.0,4.6,352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,150.0,114.0,737.0,393.0,2000.0,137854,560.0,English,USA,R,490.0,7.1,3000,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Color,172.0,137.0,79.0,194.0,27000.0,40568,185.0,English,Czech Republic,R,254.0,6.4,18000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,103.0,112.0,109.0,261.0,779.0,93367,497.0,English,Canada,PG-13,629.0,6.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,140.0,120.0,34.0,1000.0,18000.0,148490,537.0,English,USA,PG-13,12000.0,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Color,125.0,123.0,446.0,821.0,20000.0,64595,316.0,English,USA,PG-13,1000.0,6.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,125.0,93.0,11000.0,484.0,3000.0,81888,254.0,English,USA,PG-13,575.0,6.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,36.0,123.0,0.0,886.0,12000.0,12771,84.0,English,USA,R,5000.0,6.5,828,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,295.0,122.0,446.0,600.0,23000.0,237872,560.0,English,USA,R,8000.0,7.8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,222.0,115.0,118.0,482.0,14000.0,133436,323.0,English,France,PG-13,794.0,6.0,38000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,158.0,123.0,0.0,23.0,3000.0,71708,307.0,English,USA,R,745.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,72.0,96.0,0.0,302.0,2000.0,122347,345.0,English,USA,PG-13,1000.0,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,34.0,110.0,375.0,59.0,113.0,5639,55.0,Hindi,India,Unrated,102.0,7.8,522,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Color,72.0,105.0,631.0,327.0,678.0,47819,164.0,English,USA,PG,631.0,6.1,2000,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,152.0,113.0,323.0,835.0,1000.0,73068,419.0,English,USA,R,977.0,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,89.0,132.0,545.0,807.0,919.0,22447,210.0,English,USA,PG-13,811.0,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Color,145.0,93.0,270.0,535.0,13000.0,172489,376.0,English,USA,R,954.0,7.7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Black and White,144.0,115.0,0.0,12.0,29.0,54057,236.0,Russian,Soviet Union,PG,29.0,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Color,93.0,75.0,0.0,677.0,4000.0,8693,71.0,English,USA,PG,769.0,4.5,261,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,46.0,108.0,350.0,77.0,8000.0,11913,97.0,English,USA,R,115.0,5.8,616,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,84.0,105.0,29.0,692.0,8000.0,98199,169.0,English,USA,PG-13,1000.0,6.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,142.0,102.0,148.0,135.0,8000.0,47573,343.0,English,USA,PG-13,973.0,5.7,881,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,185.0,118.0,22000.0,319.0,14000.0,218771,651.0,English,USA,R,509.0,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,143.0,111.0,906.0,906.0,1000.0,97838,286.0,English,USA,PG-13,1000.0,7.6,3000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,178.0,81.0,39.0,364.0,13000.0,45729,176.0,English,USA,PG-13,541.0,4.7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,65.0,116.0,380.0,826.0,18000.0,40126,107.0,English,USA,R,13000.0,6.6,975,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Color,73.0,86.0,293.0,255.0,509.0,220392,243.0,English,USA,PG-13,418.0,6.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,72.0,127.0,65.0,345.0,788.0,2581,29.0,English,UK,R,423.0,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Color,10.0,140.0,92.0,522.0,1000.0,491,16.0,English,South Korea,PG,623.0,2.7,115,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Color,35.0,91.0,32.0,628.0,924.0,60884,85.0,English,USA,PG,664.0,4.8,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,358.0,98.0,118.0,558.0,14000.0,238671,461.0,English,France,PG-13,935.0,6.3,63000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,151.0,84.0,119.0,750.0,807.0,111526,347.0,English,USA,PG-13,780.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,140.0,109.0,80.0,213.0,545.0,137377,370.0,English,USA,PG-13,337.0,6.2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,201.0,93.0,40.0,311.0,14000.0,85323,212.0,English,USA,PG,3000.0,5.8,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Color,77.0,113.0,0.0,995.0,11000.0,53687,152.0,English,USA,G,1000.0,5.7,1000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,43.0,141.0,79.0,956.0,18000.0,59569,89.0,English,USA,PG-13,8000.0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,39.0,119.0,541.0,551.0,821.0,45798,94.0,English,USA,PG-13,577.0,6.7,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,207.0,97.0,0.0,760.0,11000.0,184795,310.0,English,USA,PG-13,2000.0,7.4,22000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,47.0,117.0,176.0,308.0,11000.0,81442,137.0,English,USA,R,530.0,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,132.0,101.0,126.0,586.0,3000.0,43358,228.0,English,Germany,PG-13,949.0,5.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,454.0,153.0,777.0,1000.0,20000.0,383591,620.0,English,USA,R,15000.0,8.1,86000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,109.0,122.0,845.0,854.0,18000.0,305929,633.0,English,USA,R,881.0,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,213.0,102.0,23.0,436.0,25000.0,123558,609.0,English,USA,PG,724.0,7.3,19000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,127.0,83.0,322.0,179.0,1000.0,119590,548.0,English,USA,R,422.0,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,398.0,103.0,33.0,84.0,970.0,75176,252.0,English,USA,PG,91.0,7.1,26000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Color,184.0,110.0,45.0,595.0,886.0,191437,582.0,English,USA,R,650.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,127.0,136.0,49.0,730.0,17000.0,92702,209.0,English,USA,PG-13,807.0,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Color,167.0,91.0,50.0,67.0,521.0,57281,350.0,English,USA,R,108.0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,119.0,89.0,49.0,514.0,2000.0,73539,271.0,English,USA,PG-13,902.0,4.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,155.0,107.0,18.0,560.0,811.0,90539,379.0,English,USA,PG-13,625.0,5.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,218.0,129.0,628.0,548.0,14000.0,318634,1004.0,English,UK,R,14000.0,7.7,52000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,117.0,95.0,487.0,1000.0,18000.0,211226,317.0,English,USA,G,1000.0,7.2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,208.0,122.0,117.0,140.0,40000.0,124765,541.0,English,USA,R,1000.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Color,38.0,110.0,49.0,20.0,13000.0,50148,116.0,English,Peru,R,279.0,5.4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,48.0,135.0,41.0,808.0,982.0,37911,73.0,English,USA,R,843.0,6.3,1000,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Color,8.0,111.0,5.0,559.0,6000.0,5888,61.0,English,USA,Unrated,584.0,7.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,94.0,95.0,58.0,3000.0,14000.0,30255,118.0,English,USA,PG,8000.0,5.6,743,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Color,276.0,109.0,37.0,651.0,11000.0,155745,1053.0,English,USA,PG,2000.0,6.8,10000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,59.0,93.0,38.0,631.0,1000.0,9380,91.0,English,USA,PG,641.0,4.3,531,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,216.0,94.0,85.0,443.0,14000.0,149549,348.0,English,France,R,706.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Color,173.0,117.0,153.0,734.0,35000.0,87165,184.0,English,USA,PG-13,11000.0,6.5,12000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,99.0,112.0,61.0,501.0,1000.0,21215,116.0,English,USA,PG-13,976.0,6.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,42.0,111.0,161.0,132.0,11000.0,32544,69.0,English,USA,PG-13,894.0,6.3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,25.0,96.0,0.0,563.0,1000.0,20688,47.0,English,USA,PG,845.0,5.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
 Black and White,339.0,141.0,0.0,404.0,749.0,104301,269.0,English,USA,R,463.0,6.5,28000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,127.0,94.0,160.0,167.0,550.0,79141,355.0,English,USA,PG-13,216.0,6.5,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,122.0,87.0,29.0,252.0,427.0,114692,285.0,English,UK,PG,304.0,6.1,2000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,105.0,88.0,8.0,8000.0,12000.0,30055,70.0,English,USA,PG,11000.0,5.9,593,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,144.0,177.0,0.0,202.0,913.0,97087,569.0,English,USA,PG-13,362.0,6.6,11000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,156.0,133.0,278.0,107.0,5000.0,91860,524.0,English,USA,PG-13,117.0,7.4,14000,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,323.0,119.0,0.0,10000.0,29000.0,152591,414.0,English,USA,R,14000.0,7.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,199.0,102.0,503.0,795.0,13000.0,112769,305.0,English,Germany,PG-13,929.0,6.6,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,164.0,101.0,326.0,510.0,14000.0,81523,214.0,English,France,PG-13,844.0,5.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,39.0,91.0,29.0,322.0,2000.0,15455,80.0,English,USA,R,461.0,5.3,451,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,43.0,117.0,11000.0,451.0,905.0,24757,81.0,English,USA,PG-13,484.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,82.0,86.0,13.0,553.0,1000.0,16580,55.0,English,USA,PG,701.0,5.4,916,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Color,150.0,124.0,0.0,19.0,723.0,42621,531.0,English,USA,R,44.0,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Color,168.0,134.0,38.0,2000.0,11000.0,35140,409.0,English,USA,PG-13,8000.0,6.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,432.0,95.0,38.0,20.0,409.0,203461,588.0,English,UK,R,107.0,7.1,46000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,60.0,100.0,23.0,579.0,1000.0,27648,148.0,English,Australia,PG,642.0,4.9,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,85.0,220.0,0.0,820.0,13000.0,11388,183.0,English,USA,PG-13,861.0,5.8,652,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Black and White,83.0,212.0,0.0,805.0,12000.0,23996,161.0,English,USA,R,5000.0,7.1,915,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Color,343.0,128.0,2000.0,501.0,854.0,132423,349.0,English,France,PG-13,766.0,7.2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,106.0,106.0,208.0,855.0,3000.0,26551,273.0,English,USA,R,1000.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Color,158.0,160.0,0.0,826.0,23000.0,15697,182.0,English,USA,R,1000.0,6.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
